timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2020-08-19 02:05:00,3.07800000,3.08000000,3.06550000,3.07900000,62213.47000000,1597802999999,191217.16110600,240,37244.79000000,114529.54829300,0
2020-08-19 02:10:00,3.07990000,3.07990000,2.98000000,3.01070000,187640.92000000,1597803299999,565601.18495600,617,52246.63000000,157644.04098300,0
2020-08-19 02:15:00,3.01070000,3.10630000,3.01060000,3.10320000,148632.73000000,1597803599999,457584.81373600,424,77663.39000000,238931.91408400,0
2020-08-19 02:20:00,3.10320000,3.11240000,3.03720000,3.06780000,82514.13000000,1597803899999,254904.34163900,368,61699.40000000,190479.37953600,0
2020-08-19 02:25:00,3.06660000,3.09000000,3.00000000,3.00670000,118897.96000000,1597804199999,361399.48325800,476,47833.94000000,146587.29516700,0
2020-08-19 02:30:00,3.00670000,3.02000000,2.99000000,3.01510000,85666.93000000,1597804499999,257351.77849400,383,40883.88000000,122979.37315800,0
2020-08-19 02:35:00,3.01600000,3.05000000,3.00500000,3.05000000,61415.86000000,1597804799999,185330.43287800,206,41442.30000000,125092.30173200,0
2020-08-19 02:40:00,3.04490000,3.05830000,2.96000000,2.97000000,144496.54000000,1597805099999,432067.51761300,379,26688.40000000,80361.14248500,0
2020-08-19 02:45:00,2.96820000,3.08000000,2.90000000,3.04000000,267122.07000000,1597805399999,794739.86737800,1135,138910.87000000,415791.06627200,0
2020-08-19 02:50:00,3.04000000,3.08000000,2.98640000,3.01610000,185969.59000000,1597805699999,567237.80549200,590,107426.33000000,328018.54986300,0
2020-08-19 02:55:00,3.01860000,3.02160000,2.94910000,2.96280000,60220.31000000,1597805999999,180016.05519200,253,21352.36000000,63822.13043700,0
2020-08-19 03:00:00,2.96310000,2.99460000,2.95790000,2.98420000,72042.31000000,1597806299999,214585.40028000,321,55124.55000000,164220.88555400,0
2020-08-19 03:05:00,2.98640000,3.00320000,2.98500000,2.99100000,37441.56000000,1597806599999,112029.35131100,153,28809.59000000,86208.85306200,0
2020-08-19 03:10:00,2.99230000,2.99230000,2.95000000,2.98000000,38315.12000000,1597806899999,114261.07474700,197,20124.52000000,60066.30883200,0
2020-08-19 03:15:00,2.98000000,2.98380000,2.93220000,2.93220000,75778.50000000,1597807199999,224185.05296200,350,28929.69000000,85788.20544100,0
2020-08-19 03:20:00,2.93200000,2.94030000,2.89020000,2.90450000,186268.82000000,1597807499999,541530.30941200,510,52312.60000000,152499.18227500,0
2020-08-19 03:25:00,2.90450000,2.91990000,2.89020000,2.90020000,61230.98000000,1597807799999,177698.96456700,262,32221.95000000,93596.24847600,0
2020-08-19 03:30:00,2.90780000,2.91000000,2.82750000,2.83040000,114101.47000000,1597808099999,326715.99660700,538,30055.39000000,85840.08875000,0
2020-08-19 03:35:00,2.83460000,2.84720000,2.80000000,2.80130000,203886.18000000,1597808399999,572613.07502700,537,44438.63000000,125142.55564000,0
2020-08-19 03:40:00,2.81180000,2.82000000,2.64000000,2.64000000,298000.93000000,1597808699999,812286.50305200,1156,82667.08000000,225123.40806500,0
2020-08-19 03:45:00,2.64030000,2.84200000,2.64020000,2.79040000,419700.34000000,1597808999999,1142639.67619500,939,323529.72000000,875131.68329700,0
2020-08-19 03:50:00,2.79040000,2.90560000,2.75280000,2.88930000,161926.43000000,1597809299999,459726.00937200,690,103548.88000000,294070.15376800,0
2020-08-19 03:55:00,2.86320000,2.89550000,2.80490000,2.88500000,100160.96000000,1597809599999,287303.37526800,404,45643.75000000,131203.29284000,0
2020-08-19 04:00:00,2.88500000,2.94000000,2.87800000,2.91000000,137001.64000000,1597809899999,396885.59938300,369,82615.50000000,239375.44632900,0
2020-08-19 04:05:00,2.91390000,2.91390000,2.81100000,2.82270000,77081.48000000,1597810199999,220611.42448500,333,31276.60000000,88907.19611100,0
2020-08-19 04:10:00,2.83310000,2.91000000,2.82300000,2.89290000,124702.41000000,1597810499999,358787.70530500,294,69925.52000000,200744.06714600,0
2020-08-19 04:15:00,2.89290000,2.89290000,2.83110000,2.83110000,67370.99000000,1597810799999,192674.69452500,381,26443.83000000,75684.52926000,0
2020-08-19 04:20:00,2.84970000,2.97500000,2.83010000,2.97000000,57160.50000000,1597811099999,165119.70967700,340,39669.52000000,114482.48227300,0
2020-08-19 04:25:00,2.97000000,3.00000000,2.82800000,2.86300000,170510.62000000,1597811399999,498423.91152600,853,94999.32000000,279300.48197600,0
2020-08-19 04:30:00,2.86700000,2.95600000,2.85100000,2.95600000,67573.84000000,1597811699999,196681.89891100,360,37427.31000000,109133.89437300,0
2020-08-19 04:35:00,2.93990000,2.96900000,2.90000000,2.91390000,62125.03000000,1597811999999,182831.08009800,634,51429.79000000,151518.01066500,0
2020-08-19 04:40:00,2.91400000,3.06800000,2.91390000,2.99000000,313392.42000000,1597812299999,937733.87014000,1014,257971.92000000,771272.67668200,0
2020-08-19 04:45:00,2.98990000,3.04000000,2.97090000,2.99000000,150507.46000000,1597812599999,451812.40797700,335,98410.69000000,295674.57106000,0
2020-08-19 04:50:00,2.99090000,2.99850000,2.92000000,2.95000000,62931.33000000,1597812899999,186067.88349800,388,44391.30000000,131368.63391300,0
2020-08-19 04:55:00,2.94130000,2.95500000,2.92040000,2.93360000,37830.43000000,1597813199999,110984.34110900,268,13180.29000000,38688.64347100,0
2020-08-19 05:00:00,2.93340000,3.01850000,2.92000000,3.01490000,120965.42000000,1597813499999,360542.05829700,485,86674.18000000,259530.13441600,0
2020-08-19 05:05:00,3.01490000,3.03300000,2.95100000,3.01030000,79936.52000000,1597813799999,240909.52361900,820,60477.74000000,182414.74491900,0
2020-08-19 05:10:00,3.00180000,3.06800000,3.00000000,3.06000000,93471.80000000,1597814099999,283624.98822800,385,58667.48000000,178257.15876900,0
2020-08-19 05:15:00,3.06010000,3.07550000,3.03500000,3.04220000,66223.09000000,1597814399999,202523.41819600,503,53813.11000000,164636.51556500,0
2020-08-19 05:20:00,3.04220000,3.04980000,2.99470000,3.03950000,78666.52000000,1597814699999,238162.62300600,575,50690.59000000,153602.96841400,0
2020-08-19 05:25:00,3.03320000,3.03410000,2.97000000,2.99780000,48305.04000000,1597814999999,145344.08773100,415,23238.05000000,70047.22038100,0
2020-08-19 05:30:00,2.99780000,3.00970000,2.95000000,2.97060000,45617.51000000,1597815299999,135763.00811600,322,17184.52000000,51257.12798700,0
2020-08-19 05:35:00,2.97060000,2.98000000,2.96000000,2.96000000,24018.96000000,1597815599999,71287.76622400,134,9027.06000000,26827.89432200,0
2020-08-19 05:40:00,2.96010000,2.98240000,2.87500000,2.95950000,86001.07000000,1597815899999,252449.81887100,439,21909.93000000,64888.09287200,0
2020-08-19 05:45:00,2.96090000,2.96550000,2.90100000,2.92000000,72788.47000000,1597816199999,213904.30963600,231,46103.51000000,135568.88604900,0
2020-08-19 05:50:00,2.91700000,2.92990000,2.90570000,2.92550000,34947.09000000,1597816499999,102060.43964400,184,30633.79000000,89492.56127600,0
2020-08-19 05:55:00,2.92550000,2.92550000,2.91590000,2.92550000,47934.54000000,1597816799999,140069.58602900,198,27187.57000000,79499.41669400,0
2020-08-19 06:00:00,2.92550000,2.92990000,2.90000000,2.90020000,62737.96000000,1597817099999,183137.52581100,231,33374.69000000,97549.15979400,0
2020-08-19 06:05:00,2.90130000,2.99000000,2.90130000,2.94990000,25993.45000000,1597817399999,76148.39288000,186,16213.46000000,47530.09557900,0
2020-08-19 06:10:00,2.94990000,2.94990000,2.90000000,2.90300000,28165.86000000,1597817699999,81918.98414900,134,10249.66000000,29883.61219400,0
2020-08-19 06:15:00,2.91010000,2.97800000,2.90300000,2.97790000,21385.34000000,1597817999999,62855.00340500,131,17602.46000000,51815.41163900,0
2020-08-19 06:20:00,2.97790000,2.98000000,2.96530000,2.98000000,67422.91000000,1597818299999,200727.21416800,494,51431.66000000,153199.92679500,0
2020-08-19 06:25:00,2.98000000,2.98500000,2.97150000,2.98400000,39911.88000000,1597818599999,118994.90526700,244,28680.66000000,85524.30931200,0
2020-08-19 06:30:00,2.98390000,2.98990000,2.92000000,2.98990000,52884.85000000,1597818899999,157597.30785800,367,40043.77000000,119506.42002500,0
2020-08-19 06:35:00,2.99000000,3.04000000,2.98000000,3.03980000,76394.11000000,1597819199999,229324.76072100,422,71424.74000000,214364.03195700,0
2020-08-19 06:40:00,3.03390000,3.04000000,2.97000000,2.98000000,51352.17000000,1597819499999,155188.57672900,338,32712.77000000,98991.39252700,0
2020-08-19 06:45:00,2.98010000,3.01580000,2.98000000,2.98800000,23847.05000000,1597819799999,71475.65249100,192,11261.65000000,33765.76922100,0
2020-08-19 06:50:00,2.99880000,3.00100000,2.98830000,3.00030000,72508.66000000,1597820099999,217460.76932900,341,68734.97000000,206162.07510400,0
2020-08-19 06:55:00,3.00020000,3.01420000,2.99010000,3.00950000,11507.46000000,1597820399999,34576.95720100,125,7701.72000000,23149.85102700,0
2020-08-19 07:00:00,3.00950000,3.03000000,2.99110000,3.03000000,76384.01000000,1597820699999,230335.85273800,452,57701.92000000,174142.50482400,0
2020-08-19 07:05:00,3.02900000,3.05510000,3.02450000,3.05510000,92621.55000000,1597820999999,281452.27672500,323,82404.92000000,250454.41076900,0
2020-08-19 07:10:00,3.05500000,3.11990000,3.04560000,3.11030000,229926.19000000,1597821299999,708909.04202200,595,174152.35000000,538049.73492400,0
2020-08-19 07:15:00,3.11030000,3.14370000,3.09010000,3.14000000,174020.44000000,1597821599999,542364.18029000,599,101983.85000000,318115.44408200,0
2020-08-19 07:20:00,3.14000000,3.19990000,3.14000000,3.15210000,339124.43000000,1597821899999,1077160.30146500,1103,274632.00000000,872044.27891300,0
2020-08-19 07:25:00,3.16740000,3.19000000,3.12240000,3.12350000,150633.05000000,1597822199999,477274.21251500,727,106120.28000000,336714.78389200,0
2020-08-19 07:30:00,3.12350000,3.13930000,3.05410000,3.09540000,101297.76000000,1597822499999,314370.81511900,591,57030.29000000,177112.11806600,0
2020-08-19 07:35:00,3.10980000,3.14000000,3.09000000,3.14000000,53044.68000000,1597822799999,165713.41163900,224,41255.98000000,128918.71873300,0
2020-08-19 07:40:00,3.14000000,3.16000000,3.10020000,3.15840000,95190.01000000,1597823099999,299516.60365000,456,63232.68000000,199095.74573100,0
2020-08-19 07:45:00,3.15840000,3.18700000,3.12520000,3.15000000,78616.22000000,1597823399999,249235.26616500,497,62677.78000000,198778.83030500,0
2020-08-19 07:50:00,3.14070000,3.18730000,3.13000000,3.18000000,123801.26000000,1597823699999,392777.85412300,360,99687.41000000,316402.58220900,0
2020-08-19 07:55:00,3.18000000,3.19500000,3.06000000,3.19500000,202518.58000000,1597823999999,641655.36783400,1086,156207.67000000,496614.57244900,0
2020-08-19 08:00:00,3.19500000,3.19500000,3.06000000,3.12970000,123981.78000000,1597824299999,389252.68823000,644,57839.71000000,182829.29793100,0
2020-08-19 08:05:00,3.13850000,3.13850000,3.06500000,3.07970000,74573.08000000,1597824599999,230280.43483200,360,25037.87000000,77623.54972400,0
2020-08-19 08:10:00,3.07990000,3.10400000,3.06000000,3.07840000,34140.13000000,1597824899999,105068.57385100,177,16197.67000000,49902.01796800,0
2020-08-19 08:15:00,3.07840000,3.09990000,3.05410000,3.06070000,32770.53000000,1597825199999,100498.41055900,228,14708.74000000,45128.78710100,0
2020-08-19 08:20:00,3.06030000,3.07410000,3.03000000,3.07410000,29410.75000000,1597825499999,89687.81505700,265,15920.84000000,48599.82072200,0
2020-08-19 08:25:00,3.07390000,3.09000000,3.06060000,3.06670000,50304.39000000,1597825799999,154413.28298900,184,12634.87000000,38833.83266400,0
2020-08-19 08:30:00,3.06300000,3.06680000,3.05100000,3.06270000,31976.35000000,1597826099999,97896.69061700,163,23321.65000000,71421.77921100,0
2020-08-19 08:35:00,3.05590000,3.12400000,3.05580000,3.08120000,149050.50000000,1597826399999,461776.64450500,297,34042.81000000,105306.81957700,0
2020-08-19 08:40:00,3.08780000,3.10000000,3.07760000,3.09770000,22781.71000000,1597826699999,70283.65365000,127,12395.93000000,38260.91318900,0
2020-08-19 08:45:00,3.09060000,3.09890000,3.03440000,3.04580000,38612.29000000,1597826999999,119077.86404700,251,18189.15000000,56084.55149800,0
2020-08-19 08:50:00,3.03510000,3.06000000,3.03010000,3.03980000,38208.83000000,1597827299999,116233.79794400,228,19596.65000000,59615.26895200,0
2020-08-19 08:55:00,3.03970000,3.03970000,3.01000000,3.03620000,56428.23000000,1597827599999,170839.15229400,208,9255.11000000,28021.40518700,0
2020-08-19 09:00:00,3.03610000,3.06930000,3.02440000,3.05770000,31041.68000000,1597827899999,94599.74676400,189,10362.40000000,31619.24582400,0
2020-08-19 09:05:00,3.06380000,3.13000000,3.04420000,3.11840000,81361.82000000,1597828199999,252469.71694500,307,52487.22000000,163059.56924100,0
2020-08-19 09:10:00,3.12330000,3.12340000,3.08890000,3.09530000,114090.48000000,1597828499999,353816.29208000,182,28934.17000000,89780.39039800,0
2020-08-19 09:15:00,3.09950000,3.09950000,3.05310000,3.05310000,46609.26000000,1597828799999,143184.20617000,191,25176.60000000,77340.23465000,0
2020-08-19 09:20:00,3.05320000,3.05960000,3.03030000,3.04530000,22786.57000000,1597829099999,69334.51849200,169,10576.71000000,32195.10967700,0
2020-08-19 09:25:00,3.04530000,3.05900000,3.01020000,3.03260000,26988.48000000,1597829399999,81922.63027300,177,12320.13000000,37446.50676000,0
2020-08-19 09:30:00,3.03850000,3.04960000,3.01030000,3.03800000,21449.02000000,1597829699999,65032.23345500,170,10512.20000000,31924.41429100,0
2020-08-19 09:35:00,3.03810000,3.04990000,3.02750000,3.03280000,46398.16000000,1597829999999,140847.80425400,232,40149.34000000,121859.32956100,0
2020-08-19 09:40:00,3.03000000,3.03270000,3.01700000,3.02840000,26463.83000000,1597830299999,79950.80527600,111,18920.74000000,57126.40183500,0
2020-08-19 09:45:00,3.03170000,3.04000000,3.02820000,3.04000000,12027.73000000,1597830599999,36500.06749700,85,9767.56000000,29652.66709300,0
2020-08-19 09:50:00,3.04000000,3.04000000,3.03500000,3.04000000,6911.68000000,1597830899999,21000.14450300,43,4112.32000000,12501.36157800,0
2020-08-19 09:55:00,3.03980000,3.04030000,3.02010000,3.04010000,37550.96000000,1597831199999,113888.12940100,135,17538.66000000,53282.40764800,0
2020-08-19 10:00:00,3.04970000,3.06000000,3.04000000,3.05050000,45594.49000000,1597831499999,139049.61059200,231,18147.51000000,55368.39889100,0
2020-08-19 10:05:00,3.05050000,3.06000000,3.04890000,3.05990000,17328.83000000,1597831799999,52964.77783400,167,14059.73000000,42991.67642900,0
2020-08-19 10:10:00,3.06000000,3.09000000,3.05410000,3.07210000,32212.76000000,1597832099999,99130.69305700,319,19084.70000000,58735.67047800,0
2020-08-19 10:15:00,3.07210000,3.08000000,3.04010000,3.06210000,11749.37000000,1597832399999,36020.89964900,136,5666.90000000,17433.81799500,0
2020-08-19 10:20:00,3.06080000,3.07170000,3.03000000,3.03400000,35987.32000000,1597832699999,109550.50745600,265,13488.28000000,41185.17385800,0
2020-08-19 10:25:00,3.03400000,3.05420000,3.02020000,3.03670000,14283.63000000,1597832999999,43369.37044200,180,8107.84000000,24645.75096700,0
2020-08-19 10:30:00,3.03670000,3.03980000,3.01000000,3.01990000,32462.72000000,1597833299999,98140.57174200,191,14151.63000000,42857.16777500,0
2020-08-19 10:35:00,3.01990000,3.02340000,3.01000000,3.02000000,33607.99000000,1597833599999,101406.89172200,181,7794.24000000,23529.80364700,0
2020-08-19 10:40:00,3.01990000,3.01990000,2.97500000,2.99720000,129252.29000000,1597833899999,388173.37093500,385,48554.66000000,145704.38116300,0
2020-08-19 10:45:00,2.99710000,3.00350000,2.97830000,3.00340000,17970.45000000,1597834199999,53820.77956700,118,10797.92000000,32341.30167800,0
2020-08-19 10:50:00,3.00340000,3.01000000,2.90000000,3.00000000,82253.39000000,1597834499999,243279.13367900,593,22604.50000000,67619.63301600,0
2020-08-19 10:55:00,2.99990000,3.02000000,2.99760000,3.00140000,42782.16000000,1597834799999,128725.86343400,236,36126.10000000,108722.18341100,0
2020-08-19 11:00:00,3.00060000,3.00070000,2.97890000,2.99440000,10902.50000000,1597835099999,32638.20108300,109,5839.98000000,17501.57015300,0
2020-08-19 11:05:00,2.98570000,3.00170000,2.93000000,3.00170000,65934.38000000,1597835399999,194630.50367800,253,52395.07000000,154395.96122200,0
2020-08-19 11:10:00,3.00170000,3.00820000,2.96470000,2.96800000,41439.50000000,1597835699999,123993.40991100,277,22439.70000000,67201.37386300,0
2020-08-19 11:15:00,2.96800000,2.99120000,2.96500000,2.98620000,20815.44000000,1597835999999,62040.89773800,186,4209.15000000,12539.45573000,0
2020-08-19 11:20:00,2.98640000,3.00130000,2.98640000,3.00130000,15149.11000000,1597836299999,45421.85695200,157,14173.77000000,42498.30280300,0
2020-08-19 11:25:00,3.00130000,3.00190000,2.99120000,3.00070000,45827.70000000,1597836599999,137475.11321300,155,14209.01000000,42631.55898300,0
2020-08-19 11:30:00,3.00060000,3.00500000,2.99310000,3.00500000,30532.22000000,1597836899999,91658.16250200,165,18230.34000000,54750.34846300,0
2020-08-19 11:35:00,3.00380000,3.00800000,3.00000000,3.00130000,15641.48000000,1597837199999,46946.15513300,140,9943.27000000,29849.06640500,0
2020-08-19 11:40:00,3.00080000,3.00240000,3.00080000,3.00090000,9582.75000000,1597837499999,28761.08467800,68,5776.65000000,17339.40569800,0
2020-08-19 11:45:00,3.00120000,3.01000000,2.99900000,2.99900000,27470.17000000,1597837799999,82524.75415000,114,14725.83000000,44265.02786900,0
2020-08-19 11:50:00,2.99760000,3.00300000,2.99340000,3.00050000,13040.13000000,1597838099999,39121.81768000,95,8473.86000000,25425.79227500,0
2020-08-19 11:55:00,3.00010000,3.00090000,2.99920000,3.00000000,12934.69000000,1597838399999,38809.00354200,79,9442.30000000,28331.61141700,0
2020-08-19 12:00:00,3.00000000,3.00060000,2.98010000,2.99140000,19029.01000000,1597838699999,56914.29154500,185,7587.36000000,22743.39348600,0
2020-08-19 12:05:00,2.98520000,2.99050000,2.94790000,2.95800000,16913.97000000,1597838999999,50258.10454800,153,4678.17000000,13897.61698300,0
2020-08-19 12:10:00,2.94840000,2.95680000,2.93170000,2.94110000,29210.21000000,1597839299999,86176.74957500,177,7908.57000000,23338.50501400,0
2020-08-19 12:15:00,2.93530000,2.94680000,2.93260000,2.94060000,23359.54000000,1597839599999,68677.84396500,141,18217.96000000,53574.61899200,0
2020-08-19 12:20:00,2.94110000,2.95800000,2.90000000,2.94680000,113365.25000000,1597839899999,331687.20017200,367,39298.50000000,115540.52677500,0
2020-08-19 12:25:00,2.94830000,2.94990000,2.90630000,2.92400000,18122.50000000,1597840199999,52908.00559000,147,10392.23000000,30330.73341100,0
2020-08-19 12:30:00,2.92650000,2.95800000,2.92650000,2.95030000,39471.59000000,1597840499999,116209.56814300,167,30520.85000000,89916.96389700,0
2020-08-19 12:35:00,2.95020000,2.96120000,2.93990000,2.94990000,46149.10000000,1597840799999,135987.30877900,276,32437.86000000,95638.21897900,0
2020-08-19 12:40:00,2.94990000,2.95640000,2.94000000,2.95640000,23962.85000000,1597841099999,70688.83818900,114,18979.94000000,56014.44780200,0
2020-08-19 12:45:00,2.95640000,2.97720000,2.95370000,2.97720000,21208.95000000,1597841399999,62836.38760300,182,16668.72000000,49375.62629300,0
2020-08-19 12:50:00,2.97720000,3.00060000,2.96970000,3.00000000,33772.39000000,1597841699999,100850.56861500,133,26660.88000000,79701.08313300,0
2020-08-19 12:55:00,3.00000000,3.00060000,2.98350000,2.98970000,44767.40000000,1597841999999,133874.07991600,170,19548.28000000,58466.21333000,0
2020-08-19 13:00:00,2.98980000,2.99820000,2.95720000,2.96970000,54031.54000000,1597842299999,161447.86853700,227,30727.92000000,91856.75939700,0
2020-08-19 13:05:00,2.96970000,2.97500000,2.94690000,2.96150000,39185.64000000,1597842599999,115961.65769900,175,30802.75000000,91175.59644400,0
2020-08-19 13:10:00,2.95580000,2.96510000,2.95300000,2.95600000,41700.24000000,1597842899999,123308.02190200,116,20348.53000000,60185.51078500,0
2020-08-19 13:15:00,2.95600000,3.00780000,2.95000000,2.99870000,116776.57000000,1597843199999,347800.73412200,239,53277.28000000,157858.58236900,0
2020-08-19 13:20:00,2.99780000,2.99980000,2.96710000,2.97000000,37741.21000000,1597843499999,112193.29337000,169,14268.08000000,42436.95757400,0
2020-08-19 13:25:00,2.96990000,2.96990000,2.92200000,2.93500000,42451.27000000,1597843799999,124994.48296200,203,14566.16000000,42854.70447700,0
2020-08-19 13:30:00,2.93600000,2.95990000,2.92500000,2.92520000,44563.29000000,1597844099999,131124.97388700,276,29693.75000000,87304.10765900,0
2020-08-19 13:35:00,2.92510000,2.92520000,2.91000000,2.92180000,59090.06000000,1597844399999,172590.27829900,237,29193.66000000,85304.61865500,0
2020-08-19 13:40:00,2.92180000,2.92520000,2.90110000,2.92520000,79970.66000000,1597844699999,233130.50477300,302,33473.48000000,97666.53936400,0
2020-08-19 13:45:00,2.92520000,2.96630000,2.92400000,2.95740000,38582.87000000,1597844999999,113502.82520500,213,27015.39000000,79419.47629000,0
2020-08-19 13:50:00,2.95710000,2.95710000,2.94680000,2.95470000,15589.15000000,1597845299999,46003.79645200,97,7039.44000000,20776.04562000,0
2020-08-19 13:55:00,2.95380000,2.95460000,2.93420000,2.93540000,19350.52000000,1597845599999,56988.64237600,97,6461.17000000,19015.22704100,0
2020-08-19 14:00:00,2.94310000,2.95280000,2.93530000,2.94500000,8896.15000000,1597845899999,26195.09513800,82,4135.18000000,12181.10656100,0
2020-08-19 14:05:00,2.94510000,2.94820000,2.94310000,2.94600000,11975.19000000,1597846199999,35277.69056000,66,4679.88000000,13787.95934500,0
2020-08-19 14:10:00,2.94520000,2.95250000,2.94520000,2.95010000,15977.38000000,1597846499999,47086.98551900,146,10531.97000000,31044.43642500,0
2020-08-19 14:15:00,2.95010000,2.95790000,2.94500000,2.95440000,98898.62000000,1597846799999,291480.83346300,179,25537.35000000,75369.28415000,0
2020-08-19 14:20:00,2.95440000,2.98990000,2.95420000,2.96050000,17353.18000000,1597847099999,51349.41228900,188,10031.20000000,29707.76447900,0
